45,00,0034,d8f4,4000,40,06,5428,82d0f6aa,b039e3f2,db0601bb73cf156551b1590d801036410dce00000101080a0004565dc152cfdf, 7017
45,00,0034,d8f5,4000,40,06,5427,82d0f6aa,b039e3f2,db0601bb73cf156551b17afd801036200dce00000101080a0004565dc152cfdf, 7017
45,00,0034,d8f6,4000,40,06,5426,82d0f6aa,b039e3f2,db0601bb73cf156551b19ced801036570dce00000101080a0004565dc152cfdf, 7017
45,00,0034,d8f7,4000,40,06,5425,82d0f6aa,b039e3f2,db0601bb73cf156551b1b38d801036320dce00000101080a0004565dc152cfdf, 7017
45,00,0034,3468,4000,40,06,f8b4,82d0f6aa,b039e3f2,db1401bb51dd4b0611fd2bb5801027d60dce00000101080a0004565dc152cfdf, 7017
45,00,0034,d8f8,4000,40,06,5424,82d0f6aa,b039e3f2,db0601bb73cf156551b1ca2d8010364d0dce00000101080a0004565ec152cfdf, 7017
45,00,0034,3469,4000,40,06,f8b3,82d0f6aa,b039e3f2,db1401bb51dd4b0611fd534d801027ee0dce00000101080a0004565ec152cfdf, 7017
45,00,0034,346a,4000,40,06,f8b2,82d0f6aa,b039e3f2,db1401bb51dd4b0611fd6445801027de0dce00000101080a0004565ec152cfdf, 7017
45,00,0034,d930,4000,40,06,53ec,82d0f6aa,b039e3f2,db0a01bba00a3343a62288e880101f420dce00000101080a0004565ec152cfdf, 7017
45,00,0034,346b,4000,40,06,f8b1,82d0f6aa,b039e3f2,db1401bb51dd4b0611fd8bdd801027ee0dce00000101080a0004565fc152cfe0, 7017
45,00,0034,346c,4000,40,06,f8b0,82d0f6aa,b039e3f2,db1401bb51dd4b0611fda825801027c80dce00000101080a0004565fc152cfe0, 7017
45,00,0034,d931,4000,40,06,53eb,82d0f6aa,b039e3f2,db0a01bba00a3343a622b62880101f030dce00000101080a0004565fc152cfe0, 7017
45,00,0034,d932,4000,40,06,53ea,82d0f6aa,b039e3f2,db0a01bba00a3343a622d66480101f110dce00000101080a0004565fc152cfe0, 7017
45,00,0034,346d,4000,40,06,f8af,82d0f6aa,b039e3f2,db1401bb51dd4b0611ff17cd8010258a0dce00000101080a00045665c152cfe0, 7017
45,00,0034,d8f9,4000,40,06,5423,82d0f6aa,b039e3f2,db0601bb73cf156551b41c15801033190dce00000101080a00045665c152cfdf, 7017
45,00,0110,d933,4000,40,06,530d,82d0f6aa,b039e3f2,db0a01bba00a3343a622d66480181f420eaa00000101080a00045666c152cfe017030300d73bfbe824fa9aace7d7eebf5d339fb7889e056306dd7581d15a2e65dfa0b9762998ed16d671528da755aa39cd776d063bf2b1827337216795c141f7d118ac2d332c14d5f7aae16486855f460ed4aec471c78ab90df7948395b3e3f8e8d05f892acef1545fe1ffeada53294a07e399100ef3300399ce13aced11884e1c893958591b00d2d9fdfc03d498eb5ab945cce9684acbeea69ba9c5cd265d58b34ed3ca78198a57097dafae12bb3c9e6cf7fda10113a484b955273332d307a9f1ce4907ada61fdd30b6f5aff43e749ee071bfebef5958ae9ef29960, 7017
45,00,0034,346e,4000,40,06,f8ae,82d0f6aa,b039e3f2,db1401bb51dd4b0611ff39bd801027a50dce00000101080a00045667c152cfea, 7017
45,00,0034,346f,4000,40,06,f8ad,82d0f6aa,b039e3f2,db1401bb51dd4b0611ff5bad801027ad0dce00000101080a00045667c152cfea, 7017
45,00,0034,3470,4000,40,06,f8ac,82d0f6aa,b039e3f2,db1401bb51dd4b0611ff66fd801027e30dce00000101080a00045667c152cfea, 7017
45,00,0034,3471,4000,40,06,f8ab,82d0f6aa,b039e3f2,db1401bb51dd4b0611ff88ed801027ee0dce00000101080a00045667c152cfea, 7017
45,00,0034,3472,4000,40,06,f8aa,82d0f6aa,b039e3f2,db1401bb51dd4b0611ffaadd801027b10dce00000101080a00045668c152cfea, 7017
45,00,0034,3473,4000,40,06,f8a9,82d0f6aa,b039e3f2,db1401bb51dd4b0611ffb62d801027a00dce00000101080a00045668c152cfea, 7017
45,00,0034,3474,4000,40,06,f8a8,82d0f6aa,b039e3f2,db1401bb51dd4b0611ffd81d801027b10dce00000101080a00045668c152cfea, 7017
45,00,0034,3475,4000,40,06,f8a7,82d0f6aa,b039e3f2,db1401bb51dd4b0611fffa0d801027b10dce00000101080a00045668c152cfea, 7017
45,00,0034,3476,4000,40,06,f8a6,82d0f6aa,b039e3f2,db1401bb51dd4b061200055d801027a00dce00000101080a00045668c152cfea, 7017
45,00,0034,3477,4000,40,06,f8a5,82d0f6aa,b039e3f2,db1401bb51dd4b0612001655801027dd0dce00000101080a00045668c152cfea, 7017
45,00,0034,3478,4000,40,06,f8a4,82d0f6aa,b039e3f2,db1401bb51dd4b0612003845801027b10dce00000101080a00045669c152cfea, 7017
45,00,0034,3479,4000,40,06,f8a3,82d0f6aa,b039e3f2,db1401bb51dd4b0612005a35801027ee0dce00000101080a00045669c152cfea, 7017
45,00,0034,347a,4000,40,06,f8a2,82d0f6aa,b039e3f2,db1401bb51dd4b0612006585801027e00dce00000101080a00045669c152cfea, 7017
45,00,0034,347b,4000,40,06,f8a1,82d0f6aa,b039e3f2,db1401bb51dd4b061200986d801027ee0dce00000101080a00045669c152cfea, 7017
45,00,0034,347c,4000,40,06,f8a0,82d0f6aa,b039e3f2,db1401bb51dd4b061200b4b5801027d00dce00000101080a00045669c152cfea, 7017
45,00,0034,347d,4000,40,06,f89f,82d0f6aa,b039e3f2,db1401bb51dd4b061200cb55801027ee0dce00000101080a00045669c152cfea, 7017
45,00,0034,d8fa,4000,40,06,5422,82d0f6aa,b039e3f2,db0601bb73cf156551b44955801036140dce00000101080a00045669c152cfeb, 7017
45,00,0034,d8fb,4000,40,06,5421,82d0f6aa,b039e3f2,db0601bb73cf156551b454a5801036030dce00000101080a00045669c152cfeb, 7017
45,00,0034,d8fc,4000,40,06,5420,82d0f6aa,b039e3f2,db0601bb73cf156551b48d35801036020dce00000101080a0004566ac152cfeb, 7017
45,00,0034,d8fd,4000,40,06,541f,82d0f6aa,b039e3f2,db0601bb73cf156551b4ba75801036240dce00000101080a0004566ac152cfeb, 7017
45,00,0034,d8fe,4000,40,06,541e,82d0f6aa,b039e3f2,db0601bb73cf156551b4e7b5801036570dce00000101080a0004566ac152cfeb, 7017
45,00,0034,d8ff,4000,40,06,541d,82d0f6aa,b039e3f2,db0601bb73cf156551b52045801036040dce00000101080a0004566ac152cfeb, 7017
45,00,0034,d900,4000,40,06,541c,82d0f6aa,b039e3f2,db0601bb73cf156551b5532d8010361d0dce00000101080a0004566ac152cfeb, 7017
45,00,0034,d901,4000,40,06,541b,82d0f6aa,b039e3f2,db0601bb73cf156551b586158010360b0dce00000101080a0004566bc152cfeb, 7017
45,00,0034,d902,4000,40,06,541a,82d0f6aa,b039e3f2,db0601bb73cf156551b5b8fd8010361e0dce00000101080a0004566bc152cfeb, 7017
45,00,0034,d903,4000,40,06,5419,82d0f6aa,b039e3f2,db0601bb73cf156551b5ebe5801036570dce00000101080a0004566bc152cfeb, 7017
45,00,0034,d904,4000,40,06,5418,82d0f6aa,b039e3f2,db0601bb73cf156551b61ecd801036120dce00000101080a0004566bc152cfeb, 7017
45,00,0034,d905,4000,40,06,5417,82d0f6aa,b039e3f2,db0601bb73cf156551b651b58010361e0dce00000101080a0004566bc152cfeb, 7017
45,00,0034,d906,4000,40,06,5416,82d0f6aa,b039e3f2,db0601bb73cf156551b66dfd801036000dce00000101080a0004566cc152cfeb, 7017
45,00,0034,347e,4000,40,06,f89e,82d0f6aa,b039e3f2,db1401bb51dd4b061200ed45801027c60dce00000101080a0004566cc152cfed, 7017
45,00,0034,347f,4000,40,06,f89d,82d0f6aa,b039e3f2,db1401bb51dd4b06120114dd801027ee0dce00000101080a0004566cc152cfee, 7017
45,00,0034,3480,4000,40,06,f89c,82d0f6aa,b039e3f2,db1401bb51dd4b06120147c5801027a30dce00000101080a0004566cc152cfef, 7017
45,00,0034,3481,4000,40,06,f89b,82d0f6aa,b039e3f2,db1401bb51dd4b0612015e658010277e0dce00000101080a0004566cc152cfef, 7017
45,00,0034,3482,4000,40,06,f89a,82d0f6aa,b039e3f2,db1401bb51dd4b061201914d801027980dce00000101080a0004566cc152cff0, 7017
45,00,0034,3483,4000,40,06,f899,82d0f6aa,b039e3f2,db1401bb51dd4b061201b8e5801027c00dce00000101080a0004566dc152cff0, 7017
45,00,0034,3484,4000,40,06,f898,82d0f6aa,b039e3f2,db1401bb51dd4b061201dad5801027ee0dce00000101080a0004566dc152cff1, 7017
45,00,0034,3485,4000,40,06,f897,82d0f6aa,b039e3f2,db1401bb51dd4b061201fcc5801027b80dce00000101080a0004566ec152cff1, 7017
45,00,0034,3486,4000,40,06,f896,82d0f6aa,b039e3f2,db1401bb51dd4b0612020dbd801027d50dce00000101080a0004566ec152cff1, 7017
45,00,0034,3487,4000,40,06,f895,82d0f6aa,b039e3f2,db1401bb51dd4b0612022fad801027b80dce00000101080a0004566ec152cff1, 7017
45,00,0034,3488,4000,40,06,f894,82d0f6aa,b039e3f2,db1401bb51dd4b061202519d801027ee0dce00000101080a0004566ec152cff1, 7017
45,00,0034,3489,4000,40,06,f893,82d0f6aa,b039e3f2,db1401bb51dd4b0612025ced801027ee0dce00000101080a0004566ec152cff1, 7017
45,00,0034,d907,4000,40,06,5415,82d0f6aa,b039e3f2,db0601bb73cf156551b6849d8010362f0dce00000101080a0004566ec152cff1, 7017
45,00,0034,348a,4000,40,06,f892,82d0f6aa,b039e3f2,db1401bb51dd4b061202683d801027dc0dce00000101080a0004566fc152cff1, 7017
45,00,0034,d908,4000,40,06,5414,82d0f6aa,b039e3f2,db0601bb73cf156551b69b3d8010363c0dce00000101080a0004566fc152cff1, 7017
45,00,0034,d909,4000,40,06,5413,82d0f6aa,b039e3f2,db0601bb73cf156551b6bd2d8010361b0dce00000101080a0004566fc152cff1, 7017
45,00,0034,d90a,4000,40,06,5412,82d0f6aa,b039e3f2,db0601bb73cf156551b6df1d801036570dce00000101080a0004566fc152cff1, 7017
45,00,0034,d90b,4000,40,06,5411,82d0f6aa,b039e3f2,db0601bb73cf156551b706b5801036110dce00000101080a0004566fc152cff1, 7017
45,00,0034,d90c,4000,40,06,5410,82d0f6aa,b039e3f2,db0601bb73cf156551b7503d801035e00dce00000101080a00045670c152cff1, 7017
45,00,0034,d90d,4000,40,06,540f,82d0f6aa,b039e3f2,db0601bb73cf156551b788cd801035f30dce00000101080a00045670c152cff1, 7017
45,00,0034,d90e,4000,40,06,540e,82d0f6aa,b039e3f2,db0601bb73cf156551b7b60d8010360a0dce00000101080a00045670c152cff1, 7017
45,00,0034,d90f,4000,40,06,540d,82d0f6aa,b039e3f2,db0601bb73cf156551b7f445801035f20dce00000101080a00045670c152cff1, 7017
45,00,0034,d910,4000,40,06,540c,82d0f6aa,b039e3f2,db0601bb73cf156551b81bdd801036120dce00000101080a00045671c152cff1, 7017
45,00,0034,d911,4000,40,06,540b,82d0f6aa,b039e3f2,db0601bb73cf156551b8272d801036570dce00000101080a00045671c152cff1, 7017
45,00,0034,348b,4000,40,06,f891,82d0f6aa,b039e3f2,db1401bb51dd4b0612028a2d801027ee0dce00000101080a00045671c152cff1, 7017
45,00,0034,348c,4000,40,06,f890,82d0f6aa,b039e3f2,db1401bb51dd4b061202b1c5801027ab0dce00000101080a00045671c152cff1, 7017
45,00,0034,348d,4000,40,06,f88f,82d0f6aa,b039e3f2,db1401bb51dd4b061202c2bd8010278c0dce00000101080a00045671c152cff1, 7017
45,00,0034,d912,4000,40,06,540a,82d0f6aa,b039e3f2,db0601bb73cf156551b838258010363d0dce00000101080a00045671c152cff1, 7017
45,00,0034,d913,4000,40,06,5409,82d0f6aa,b039e3f2,db0601bb73cf156551b84ec5801036240dce00000101080a00045671c152cff1, 7017
45,00,0034,d914,4000,40,06,5408,82d0f6aa,b039e3f2,db0601bb73cf156551b88755801036020dce00000101080a00045671c152cff2, 7017
45,00,0034,d915,4000,40,06,5407,82d0f6aa,b039e3f2,db0601bb73cf156551b8b495801036240dce00000101080a00045671c152cff2, 7017
45,00,0034,d916,4000,40,06,5406,82d0f6aa,b039e3f2,db0601bb73cf156551b8bfe5801036150dce00000101080a00045671c152cff2, 7017
45,00,0034,348e,4000,40,06,f88e,82d0f6aa,b039e3f2,db1401bb51dd4b061202fb4d801027930dce00000101080a00045672c152cff2, 7017
45,00,0034,348f,4000,40,06,f88d,82d0f6aa,b039e3f2,db1401bb51dd4b06120311ed801027760dce00000101080a00045672c152cff2, 7017
45,00,0034,3490,4000,40,06,f88c,82d0f6aa,b039e3f2,db1401bb51dd4b0612033f2d801027a60dce00000101080a00045672c152cff2, 7017
45,00,0034,3491,4000,40,06,f88b,82d0f6aa,b039e3f2,db1401bb51dd4b0612034a7d801027920dce00000101080a00045672c152cff2, 7017
45,00,0034,3492,4000,40,06,f88a,82d0f6aa,b039e3f2,db1401bb51dd4b06120377bd801027b90dce00000101080a00045672c152cff2, 7017
45,00,0034,3493,4000,40,06,f889,82d0f6aa,b039e3f2,db1401bb51dd4b06120399ad801027c20dce00000101080a00045672c152cff4, 7017
45,00,0034,3494,4000,40,06,f888,82d0f6aa,b039e3f2,db1401bb51dd4b061203cc95801027af0dce00000101080a00045673c152cff5, 7017
45,00,0034,3495,4000,40,06,f887,82d0f6aa,b039e3f2,db1401bb51dd4b0612041075801027770dce00000101080a00045673c152cff5, 7017
45,00,0034,d917,4000,40,06,5405,82d0f6aa,b039e3f2,db0601bb73cf156551b8d6858010363b0dce00000101080a00045673c152cff6, 7017
45,00,0034,d918,4000,40,06,5404,82d0f6aa,b039e3f2,db0601bb73cf156551b8f875801036260dce00000101080a00045674c152cff7, 7017
45,00,0034,d919,4000,40,06,5403,82d0f6aa,b039e3f2,db0601bb73cf156551b91a65801036570dce00000101080a00045674c152cff7, 7017
45,00,0034,d91a,4000,40,06,5402,82d0f6aa,b039e3f2,db0601bb73cf156551b93c55801036260dce00000101080a00045674c152cff7, 7017
45,00,0034,d91b,4000,40,06,5401,82d0f6aa,b039e3f2,db0601bb73cf156551b94d4d8010360e0dce00000101080a00045675c152cff7, 7017
45,00,0034,d91c,4000,40,06,5400,82d0f6aa,b039e3f2,db0601bb73cf156551b96f3d8010361e0dce00000101080a00045675c152cff7, 7017
45,00,0034,d91d,4000,40,06,53ff,82d0f6aa,b039e3f2,db0601bb73cf156551b9912d801036260dce00000101080a00045675c152cff7, 7017
45,00,0034,d91e,4000,40,06,53fe,82d0f6aa,b039e3f2,db0601bb73cf156551b9b8c5801036150dce00000101080a00045675c152cff7, 7017
45,00,0034,d91f,4000,40,06,53fd,82d0f6aa,b039e3f2,db0601bb73cf156551b9dab5801036240dce00000101080a00045675c152cff7, 7017
45,00,0034,d920,4000,40,06,53fc,82d0f6aa,b039e3f2,db0601bb73cf156551b9fca5801036200dce00000101080a00045676c152cff7, 7017
45,00,0034,d921,4000,40,06,53fb,82d0f6aa,b039e3f2,db0601bb73cf156551ba1e95801036240dce00000101080a00045676c152cff7, 7017
45,00,0034,3496,4000,40,06,f886,82d0f6aa,b039e3f2,db1401bb51dd4b061204435d801027960dce00000101080a00045676c152cff7, 7017
45,00,0034,d922,4000,40,06,53fa,82d0f6aa,b039e3f2,db0601bb73cf156551ba4bd5801036220dce00000101080a00045676c152cff7, 7017
45,00,0034,d923,4000,40,06,53f9,82d0f6aa,b039e3f2,db0601bb73cf156551ba7915801036030dce00000101080a00045677c152cff8, 7017
45,00,0034,d924,4000,40,06,53f8,82d0f6aa,b039e3f2,db0601bb73cf156551babcf5801035df0dce00000101080a00045677c152cff8, 7017
45,00,0034,d925,4000,40,06,53f7,82d0f6aa,b039e3f2,db0601bb73cf156551baefdd801035fe0dce00000101080a00045677c152cff8, 7017
45,00,0034,3497,4000,40,06,f885,82d0f6aa,b039e3f2,db1401bb51dd4b06120459fd801027d20dce00000101080a00045677c152cff7, 7017
45,00,0034,d926,4000,40,06,53f6,82d0f6aa,b039e3f2,db0601bb73cf156551bb0c258010362b0dce00000101080a00045677c152cff8, 7017
45,00,0034,3498,4000,40,06,f884,82d0f6aa,b039e3f2,db1401bb51dd4b0612048ce5801027980dce00000101080a00045677c152cff8, 7017
45,00,0034,3499,4000,40,06,f883,82d0f6aa,b039e3f2,db1401bb51dd4b061204aed5801027630dce00000101080a00045677c152cff8, 7017
45,00,0034,349a,4000,40,06,f882,82d0f6aa,b039e3f2,db1401bb51dd4b061204e7658010278e0dce00000101080a00045678c152cff8, 7017
45,00,0034,349b,4000,40,06,f881,82d0f6aa,b039e3f2,db1401bb51dd4b0612050955801027c00dce00000101080a00045678c152cff8, 7017
45,00,0034,d927,4000,40,06,53f5,82d0f6aa,b039e3f2,db0601bb73cf156551bb286d8010363a0dce00000101080a00045678c152cff8, 7017
45,00,0034,349c,4000,40,06,f880,82d0f6aa,b039e3f2,db1401bb51dd4b0612053695801027ad0dce00000101080a00045678c152cff8, 7017
45,00,0034,349d,4000,40,06,f87f,82d0f6aa,b039e3f2,db1401bb51dd4b0612055885801027ba0dce00000101080a00045678c152cff8, 7017
45,00,0034,349e,4000,40,06,f87e,82d0f6aa,b039e3f2,db1401bb51dd4b06120574cd801027cb0dce00000101080a00045679c152cff8, 7017
45,00,0034,349f,4000,40,06,f87d,82d0f6aa,b039e3f2,db1401bb51dd4b061205a7b5801027960dce00000101080a00045679c152cff8, 7017
45,00,0034,34a0,4000,40,06,f87c,82d0f6aa,b039e3f2,db1401bb51dd4b061205d4f5801027b70dce00000101080a00045679c152cff8, 7017
45,00,0034,d928,4000,40,06,53f4,82d0f6aa,b039e3f2,db0601bb73cf156551bb4a5d8010362e0dce00000101080a00045679c152cffa, 7017
45,00,0034,d929,4000,40,06,53f3,82d0f6aa,b039e3f2,db0601bb73cf156551bb82ed801036080dce00000101080a00045679c152cffb, 7017
45,00,0034,d92a,4000,40,06,53f2,82d0f6aa,b039e3f2,db0601bb73cf156551bb93e5801035f10dce00000101080a0004567ac152cffb, 7017
45,00,0034,d934,4000,40,06,53e8,82d0f6aa,b039e3f2,db0a01bba00a341fa623167a80101ee20dce00000101080a0004567ac152cffc, 7017
45,00,0034,d935,4000,40,06,53e7,82d0f6aa,b039e3f2,db0a01bba00a341fa623496280101efa0dce00000101080a0004567ac152cffc, 7017
45,00,0034,d936,4000,40,06,53e6,82d0f6aa,b039e3f2,db0a01bba00a341fa623569080101ee70dce00000101080a0004567ac152cffc, 7017
45,00,0034,d937,4000,40,06,53e5,82d0f6aa,b039e3f2,db0a01bba00a341fa623897880101efa0dce00000101080a0004567ac152cffc, 7017
45,00,0034,d938,4000,40,06,53e4,82d0f6aa,b039e3f2,db0a01bba00a341fa623bc6080101efc0dce00000101080a0004567ac152cffc, 7017
45,00,0034,d939,4000,40,06,53e3,82d0f6aa,b039e3f2,db0a01bba00a341fa623d8a880101ed40dce00000101080a0004567bc152cffc, 7017
45,00,0034,d92b,4000,40,06,53f1,82d0f6aa,b039e3f2,db0601bb73cf156551bbc125801036100dce00000101080a0004567bc152cffd, 7017
45,00,0034,d92c,4000,40,06,53f0,82d0f6aa,b039e3f2,db0601bb73cf156551bbe3158010361c0dce00000101080a0004567bc152cffd, 7017
45,00,0034,d92d,4000,40,06,53ef,82d0f6aa,b039e3f2,db0601bb73cf156551bc0505801036210dce00000101080a0004567bc152cffd, 7017
45,00,0034,d92e,4000,40,06,53ee,82d0f6aa,b039e3f2,db0601bb73cf156551bc1055801036100dce00000101080a0004567bc152cffd, 7017
45,00,0034,d92f,4000,40,06,53ed,82d0f6aa,b039e3f2,db0601bb73cf156551bc32458010361c0dce00000101080a0004567bc152cffe, 7017
45,00,0034,d930,4000,40,06,53ec,82d0f6aa,b039e3f2,db0601bb73cf156551bc48e5801036390dce00000101080a0004567cc152cffe, 7017
45,00,0034,34a1,4000,40,06,f87b,82d0f6aa,b039e3f2,db1401bb51dd4b06120607dd801027960dce00000101080a0004567cc152cffe, 7017
45,00,0034,d931,4000,40,06,53eb,82d0f6aa,b039e3f2,db0601bb73cf156551bc76258010360a0dce00000101080a0004567cc152cffe, 7017
45,00,0034,d932,4000,40,06,53ea,82d0f6aa,b039e3f2,db0601bb73cf156551bc9815801036210dce00000101080a0004567cc152cffe, 7017
45,00,0034,d933,4000,40,06,53e9,82d0f6aa,b039e3f2,db0601bb73cf156551bcc555801036200dce00000101080a0004567dc152cffe, 7017
45,00,0034,34a2,4000,40,06,f87a,82d0f6aa,b039e3f2,db1401bb51dd4b061206132d801027e10dce00000101080a0004567dc152cffe, 7017
45,00,0034,d934,4000,40,06,53e8,82d0f6aa,b039e3f2,db0601bb73cf156551bcf295801036570dce00000101080a0004567dc152cffe, 7017
45,00,0034,d935,4000,40,06,53e7,82d0f6aa,b039e3f2,db0601bb73cf156551bd0edd801036270dce00000101080a0004567dc152cffe, 7017
45,00,0034,34a3,4000,40,06,f879,82d0f6aa,b039e3f2,db1401bb51dd4b0612061e7d801027e10dce00000101080a0004567dc152cffe, 7017
45,00,0034,d936,4000,40,06,53e6,82d0f6aa,b039e3f2,db0601bb73cf156551bd257d801036310dce00000101080a0004567dc152cffe, 7017
45,00,0034,34a4,4000,40,06,f878,82d0f6aa,b039e3f2,db1401bb51dd4b06120629cd801027d70dce00000101080a0004567dc152cffe, 7017
45,00,0034,d937,4000,40,06,53e5,82d0f6aa,b039e3f2,db0601bb73cf156551bd3c1d801036370dce00000101080a0004567dc152cffe, 7017
45,00,0034,d938,4000,40,06,53e4,82d0f6aa,b039e3f2,db0601bb73cf156551bd476d801036250dce00000101080a0004567dc152cffe, 7017
45,00,0034,34a5,4000,40,06,f877,82d0f6aa,b039e3f2,db1401bb51dd4b0612064bbd801027ee0dce00000101080a0004567ec152cffe, 7017
45,00,0034,34a6,4000,40,06,f876,82d0f6aa,b039e3f2,db1401bb51dd4b0612066805801027c60dce00000101080a0004567ec152cffe, 7017
45,00,0034,34a7,4000,40,06,f875,82d0f6aa,b039e3f2,db1401bb51dd4b0612069aed801027ee0dce00000101080a0004567ec152cfff, 7017
45,00,0034,34a8,4000,40,06,f874,82d0f6aa,b039e3f2,db1401bb51dd4b061206bcdd801027be0dce00000101080a0004567ec152cfff, 7017
45,00,0034,34a9,4000,40,06,f873,82d0f6aa,b039e3f2,db1401bb51dd4b061206f56d801027660dce00000101080a0004567ec152cfff, 7017
45,00,0034,34aa,4000,40,06,f872,82d0f6aa,b039e3f2,db1401bb51dd4b0612070c0d8010273e0dce00000101080a0004567ec152cfff, 7017
45,00,0034,34ab,4000,40,06,f871,82d0f6aa,b039e3f2,db1401bb51dd4b061207449d801027690dce00000101080a0004567fc152d000, 7017
45,00,0034,34ac,4000,40,06,f870,82d0f6aa,b039e3f2,db1401bb51dd4b0612075b3d801027420dce00000101080a0004567fc152d000, 7017
45,00,0034,34ad,4000,40,06,f86f,82d0f6aa,b039e3f2,db1401bb51dd4b061207887d8010278d0dce00000101080a0004567fc152d000, 7017
45,00,0034,34ae,4000,40,06,f86e,82d0f6aa,b039e3f2,db1401bb51dd4b0612079f1d801027660dce00000101080a0004567fc152d000, 7017
45,00,0034,d93a,4000,40,06,53e2,82d0f6aa,b039e3f2,db0a01bba00a341fa6240b9080101efa0dce00000101080a0004567fc152d000, 7017
45,00,0034,d93b,4000,40,06,53e1,82d0f6aa,b039e3f2,db0a01bba00a341fa6243e7880101efe0dce00000101080a0004567fc152d000, 7017
45,00,0034,d939,4000,40,06,53e3,82d0f6aa,b039e3f2,db0601bb73cf156551bd74ad801036090dce00000101080a00045680c152d000, 7017
45,00,0034,d93a,4000,40,06,53e2,82d0f6aa,b039e3f2,db0601bb73cf156551bda7958010361b0dce00000101080a00045680c152d000, 7017
45,00,0034,d93c,4000,40,06,53e0,82d0f6aa,b039e3f2,db0a01bba00a341fa624770880101ec40dce00000101080a00045680c152d001, 7017
45,00,0034,d93d,4000,40,06,53df,82d0f6aa,b039e3f2,db0a01bba00a341fa624a44880101ee50dce00000101080a00045680c152d001, 7017
45,00,0034,d93e,4000,40,06,53de,82d0f6aa,b039e3f2,db0a01bba00a341fa624af9880101ed00dce00000101080a00045680c152d001, 7017
45,00,0034,d93f,4000,40,06,53dd,82d0f6aa,b039e3f2,db0a01bba00a341fa624d18880101f010dce00000101080a00045681c152d001, 7017
45,00,0034,d940,4000,40,06,53dc,82d0f6aa,b039e3f2,db0a01bba00a341fa624edd080101ed60dce00000101080a00045681c152d001, 7017
45,00,0034,d93b,4000,40,06,53e1,82d0f6aa,b039e3f2,db0601bb73cf156551bdda7d801036090dce00000101080a00045681c152d001, 7017
45,00,0034,d93c,4000,40,06,53e0,82d0f6aa,b039e3f2,db0601bb73cf156551bdfc6d801036230dce00000101080a00045681c152d001, 7017
45,00,0034,d93d,4000,40,06,53df,82d0f6aa,b039e3f2,db0601bb73cf156551be1e5d801036280dce00000101080a00045681c152d001, 7017
45,00,0034,d93e,4000,40,06,53de,82d0f6aa,b039e3f2,db0601bb73cf156551be45f5801036220dce00000101080a00045681c152d002, 7017
45,00,0034,34af,4000,40,06,f86d,82d0f6aa,b039e3f2,db1401bb51dd4b061207d205801027aa0dce00000101080a00045682c152d004, 7017
45,00,0034,d93f,4000,40,06,53dd,82d0f6aa,b039e3f2,db0601bb73cf156551be7e85801035ea0dce00000101080a00045682c152d004, 7017
45,00,0034,d940,4000,40,06,53dc,82d0f6aa,b039e3f2,db0601bb73cf156551beb715801035ea0dce00000101080a00045682c152d004, 7017
45,00,0034,d941,4000,40,06,53db,82d0f6aa,b039e3f2,db0601bb73cf156551bec265801035d60dce00000101080a00045682c152d004, 7017
45,00,0034,d942,4000,40,06,53da,82d0f6aa,b039e3f2,db0601bb73cf156551bee9fd801036070dce00000101080a00045682c152d004, 7017
45,00,0034,d943,4000,40,06,53d9,82d0f6aa,b039e3f2,db0601bb73cf156551bf228d801035ea0dce00000101080a00045683c152d004, 7017
45,00,0034,d944,4000,40,06,53d8,82d0f6aa,b039e3f2,db0601bb73cf156551bf3ed5801035cb0dce00000101080a00045683c152d004, 7017
45,00,0034,34b0,4000,40,06,f86c,82d0f6aa,b039e3f2,db1401bb51dd4b061207e8a5801027ce0dce00000101080a00045683c152d005, 7017
45,00,0034,d945,4000,40,06,53d7,82d0f6aa,b039e3f2,db0601bb73cf156551bf666d801036130dce00000101080a00045683c152d004, 7017
45,00,0034,d946,4000,40,06,53d6,82d0f6aa,b039e3f2,db0601bb73cf156551bf82b5801036220dce00000101080a00045683c152d006, 7017
45,00,0034,d947,4000,40,06,53d5,82d0f6aa,b039e3f2,db0601bb73cf156551bfaa4d801036570dce00000101080a00045683c152d006, 7017
45,00,0034,34b1,4000,40,06,f86b,82d0f6aa,b039e3f2,db1401bb51dd4b0612080a95801027ee0dce00000101080a00045684c152d006, 7017
45,00,0034,34b2,4000,40,06,f86a,82d0f6aa,b039e3f2,db1401bb51dd4b06120826dd801027b80dce00000101080a00045684c152d006, 7017
45,00,0034,34b3,4000,40,06,f869,82d0f6aa,b039e3f2,db1401bb51dd4b061208541d801027ee0dce00000101080a00045684c152d006, 7017
45,00,0034,34b4,4000,40,06,f868,82d0f6aa,b039e3f2,db1401bb51dd4b0612086abd801027c50dce00000101080a00045684c152d006, 7017
45,00,0034,34b5,4000,40,06,f867,82d0f6aa,b039e3f2,db1401bb51dd4b0612088cad801027ee0dce00000101080a00045685c152d006, 7017
45,00,0034,34b6,4000,40,06,f866,82d0f6aa,b039e3f2,db1401bb51dd4b0612089da5801027ee0dce00000101080a00045685c152d006, 7017
45,00,0034,34b7,4000,40,06,f865,82d0f6aa,b039e3f2,db1401bb51dd4b061208b9ed801027b60dce00000101080a00045685c152d006, 7017
45,00,0034,d941,4000,40,06,53db,82d0f6aa,b039e3f2,db0a01bba00a341fa624f92080101f230dce00000101080a00045685c152d006, 7017
